,level_0,confidence,evaluation,id,lan,orientation,remarks,text,timespan,length,new_text,Lemma_text,Lemma_length
341,143,4,-2,1,es,-2,"Si se considera un track para mostrar proyectos de desarrollo, tal vez se podría considerar incorporar este artículo, pero con mejoras en su estructura y contenido","El artículo presenta el desarrollo de una aplicación móvil, no incluye ningún elemento de investigación asociada a dicho desarrollo. Simplemente se centra en la aplicación del proceso RUP para el desarrollo. No se referencian los textos o artículos utilizados para definiciones o aseveraciones realizadas, por ejemplo, sobre RUP ""....es enfocada hacia ""diagramas de los casos de uso, y manejo de los riesgos y el manejo de la arquitectura"" como tal ""   Si está entre cremillas, supongo será una copia textual de alguna parte que no se indica No se presenta un análisis profundo de la estrategia de solución ¿cuál es la lógica detrás de la aplicación móvil? Se observan algunos problemas en la redacción en el texto, por ejemplo, ""...su objetivo es asegurar la producción de software de alta y mayor calidad...."" La estructura del artículo tiene algunas deficiencias La figura 1 no aporta información al trabajo realizado, no es necesaria. La figura 2 no se distingue bien, además está tomada del libro de UML de Larman y no aparece la referencia en el texto. Las conclusiones del trabajo son extremadamente básicas",2015-07-05,1114,artículo presenta desarrollo aplicación móvil incluye elemento investigación asociada desarrollo simplemente centra aplicación proceso rup desarrollo referencian textos artículos utilizados definiciones aseveraciones realizadas rup enfocada diagramas casos y manejo riesgos y manejo arquitectura cremillas supongo copia textual indica presenta análisis profundo estrategia solución lógica aplicación móvil observan problemas redacción texto objetivo asegurar producción software alta y calidad estructura artículo deficiencias figura aporta información necesaria figura distingue tomada libro uml larman y aparece referencia texto conclusiones extremadamente básicas,artículo presentar desarrollo aplicación móvil incluir elemento investigación asociado desarrollo simplemente centrar aplicación proceso rup desarrollo referenciar texto artículo utilizado definición aseveración realizado rup enfocado diagrama caso y manejo riesgo y manejo arquitectura cremil él suponer copia textual indicar presentar análisis profundo estrategia solución lógico aplicación móvil observar problema redacción texto objetivo asegurar producción software alto y calidad estructura artículo deficiencia figurar aportar información necesario figura distinguir tomado libro uml larmar y aparecer referencia texto conclusión extremadamente básico,658
342,143,4,1,2,es,-1,"Desde mi punto de vista, es un trabajo regular, poco riguroso, que hace uso de la tecnología móvil. Podría mejorarse.","Es una buena aplicación, que usa los recursos de desarrollo disponibles para tecnologías móviles.. El valor que tiene es su clara presentación y explicación de las herramientas que utiliza hasta este instante. Se encuentra aún en fase de desarrollo, porque presenta servicios ya bastante explotados, por ejemplo, podría asistir al usuario en buscar rutas óptimas para llegar al estacionamiento u otras factibles donde ya hay herramientas que pueden servir para brindar otros servicios. Lo novedoso  al parecer es  el uso en tecnología móvil para ambos sistemas operativos IOS y Android.   Debe corregir lo siguiente:  Página 1	resumen	Usa paper para describir el trabajo. No define nemotécnicos, ejemplo, GPS.  Página 1	introducción	No referencia la figura 1 y no la explica  Página 1 y 2	Trabajos previos	No analiza literatura especializada  y realiza una tabla comparativa de las aplicaciones.. esto debería ser parte de un análisis comparativo de su aplicación con las existentes..  Página 2 Fuera de formato la referencia, en Ingeniare no se permite conferenciar con et al., o su equivalente y otros  Página 3 Sin referencia Las figuras 3 y 4, tampoco son referenciadas en el texto  Página 4 y 5 	Figuras sin referencias	Figuras 5, 6  y 7 tampoco son referenciadas",2015-07-05,1268,aplicación recursos desarrollo disponibles tecnologías móviles clara presentación y explicación herramientas utiliza instante fase desarrollo presenta servicios explotados asistir usuario buscar rutas óptimas llegar estacionamiento u factibles herramientas servir brindar servicios novedoso parecer tecnología móvil sistemas operativos ios y android corregir página resumen paper describir define nemotécnicos gps página introducción referencia figura y explica página y trabajos previos analiza literatura especializada y realiza tabla comparativa aplicaciones debería análisis comparativo aplicación existentes página formato referencia ingeniare permite conferenciar et equivalente y página referencia figuras y referenciadas texto página y figuras referencias figuras y referenciadas,aplicación recurso desarrollo disponible tecnología móvil claro presentación y explicación herramienta utilizar instante fase desarrollo presentar servicio explotado asistir usuario buscar ruta óptimo llegar estacionamiento u factible herramienta servir brindar servicio novedoso parecer tecnología móvil sistema operativo io y android corregir págín resumen paper describir define nemotécnico gps págín introducción referencia figura y explicar página y trabajo previo analizar literatura especializado y realizar tabla comparativo aplicación deber análisis comparativo aplicación existente págín formato referencia ingeniare permitir conferenciar et equivalente y páginar referencia figura y referenciada texto págín y figura referencia figura y referenciada,760
343,144,4,-2,1,es,0,,"Comentarios del artículo. De forma: •	Problemas con el uso de mayúscula inicial. •	Desconformidad? Sería mejor inconformidad •	Problemas de ortografía. Faltan tildes en algunas palabras (por ejemplo: implantará), y sobran en otras (critérios). No tiene mucha presentación este tipo de errores teniendo en cuenta que los procesadores de texto cuentan con corrector de ortografía. •	Artículos en español deben escribirse siempre en tercera persona. •	Problemas con el sistema de referenciación.    De fondo: •	Las figuras 1 y 2 no aportan al entendimiento del problema y la solución. Favor insertar solo figuras que permitan una mejor comprensión de la necesidad. •	El orden para presentar la información es confuso. Primero debería abordarse la sección de teoría y de trabajos previos para tener el background necesario y así entender porque es necesaria la construcción de una nueva aplicación. •	En la introducción siempre el último párrafo debe dar cuenta de la estructura del artículo. Falta esto para que el lector tenga una visión general del paper. •	En la sección teoría del dominio mencionan la definición de CRM, pero al parecer lo que ofrecen como solución no es una aplicación de este tipo. Esto genera confusión en la lectura. Igualmente parece que están mezclando las definiciones con la sección donde comparan otras aplicaciones, o cual tampoco favorece el entendimiento del artículo. •	Al indicar las aplicaciones comparadas no queda muy claro qué criterios se usaron para su selección. Qué se revisó en cuanto a la literatura especializada? •	La calidad de la figura 3 no es adecuada para una publicación. •	La figura 4 y su etiqueta explicativa están en diferentes posiciones. Dicha figura también tiene problemas de calidad. •	La forma de mostrar la solución propuesta es muy confusa. Vale la pena reorganizar toda la sección para explicar primero el proceso propuesto en el desarrollo y posteriormente los resultados obtenidos. •	Teniendo en cuenta el objetivo del artículo, una sección de modelo de indicadores de la extensión usada le roba espacio a aspectos más importantes a tratar como por ejemplo la utilidad de que la aplicación sea móvil y cuente con datos como la ubicación del vendedor. •	El título del trabajo no se compadece del contenido. No se hizo énfasis en el componente móvil que aparentemente era la mayor bondad de la aplicación. •	La sección de estadísticas no conecta con el resto del contenido, y tampoco se usan leyendas explicativas para lograr esta conexión.",2015-07-05,2503,comentarios artículo forma • problemas mayúscula inicial • desconformidad inconformidad • problemas ortografía faltan tildes palabras implantará y sobran critérios presentación tipo errores teniendo procesadores texto cuentan corrector ortografía • artículos español escribirse persona • problemas sistema referenciación fondo • figuras y aportan entendimiento problema y solución favor insertar figuras permitan comprensión necesidad • orden presentar información confuso debería abordarse sección teoría y trabajos previos background necesario y entender necesaria construcción aplicación • introducción párrafo estructura artículo falta lector visión paper • sección teoría dominio mencionan definición crm parecer ofrecen solución aplicación tipo genera confusión lectura igualmente mezclando definiciones sección comparan aplicaciones favorece entendimiento artículo • indicar aplicaciones comparadas queda criterios usaron selección revisó literatura especializada • calidad figura adecuada publicación • figura y etiqueta explicativa posiciones dicha figura problemas calidad • forma mostrar solución propuesta confusa vale pena reorganizar sección explicar proceso propuesto desarrollo y posteriormente resultados obtenidos • teniendo objetivo artículo sección modelo indicadores extensión usada roba espacio aspectos importantes tratar utilidad aplicación móvil y cuente datos ubicación vendedor • título compadece contenido énfasis componente móvil aparentemente bondad aplicación • sección estadísticas conecta resto contenido y leyendas explicativas lograr conexión,comentario artículo formar • problema mayúsculo inicial • desconformidad inconformidad • problema ortografío faltar tilde palabra implantar y sobrar critério presentación tipo error tener procesador texto contar corrector ortografía • artículo español escribir él persona • problema sistema referenciación fondo • figura y aportar entendimiento problema y solución favor insertar figura permitir comprensión necesidad • orden presentar información confuso deber abordar él sección teorío y trabajo previo background necesario y entender necesario construcción aplicación • introducción párrafo estructura artículo faltar lector visión paper • sección teoría dominio mencionar definición crm parecer ofrecer solución aplicación tipo generar confusión lectura igualmente mezclar definición sección comparar aplicación favorecer entendimiento artículo • indicar aplicación comparado quedar criterio usar selección revisar literatura especializado • calidad figura adecuado publicación • figura y etiqueto explicativo posición dicho figura problema calidad • formar mostrar solución propuesto confuso valer pena reorganizar sección explicar proceso propuesto desarrollo y posteriormente resultado obtenido • tener objetivo artículo sección modelo indicador extensión usado robar espacio aspecto importante tratar utilidad aplicación móvil y cuente dato ubicación vendedor • título compadecer contenido énfasis componente móvil aparentemente bondad aplicación • sección estadístico conectar resto contenido y leyenda explicativa lograr conexión,1539
344,144,4,-2,2,es,-1,,"El artículo trata de un trabajo simple de desarrollo de una aplicación para generar indicadores de gestión para una empresa y no presenta ningún aporte desde el punto de vista científico.  Tiene problemas de ajuste al formato solicitado y presenta muchos errores ortográficos, de puntuación y redacción.  El título no es acorde a su contenido, no describe nada acerca de la plataforma móvil.  La bibliografía es muy vaga, en algunos casos simples direcciones web, además no se ajusta a formato.",2015-07-05,494,artículo simple desarrollo aplicación generar indicadores gestión empresa y presenta aporte punto vista científico problemas ajuste formato solicitado y presenta errores ortográficos puntuación y redacción título acorde contenido describe acerca plataforma móvil bibliografía vaga casos simples direcciones web ajusta formato,artículo simple desarrollo aplicación generar indicador gestión emprés y presentar aporte punto visto científico problema ajuste formato solicitado y presentar error ortográfico puntuación y redacción título acordir contenido describir acerca plataforma móvil bibliografía vagar caso simple dirección web ajustar formato,320
345,145,4,-2,1,es,0,,"RESUMEN:  Este trabajo presenta/ofrece una aplicación Web móvil que permite, a través de una Geo-Localización del dispositivo, crear un mapa del crimen en la ciudad de Lima, Perú.   EVALUACIÓN GENERAL:  El documento no sigue la estructura de un artículo científico y parece que tampoco sigue el formato de INFONOR. Además, el trabajo presentado parece más bien un trabajo de ingeniería que científico. Aunque esta aplicación Web móvil podría ser interesante,  se debe mencionar no ofrece ninguna dirección URL donde (com)probar la aplicación presentada.  La Sección 2 debería discutir el trabajo relacionado y algunos conceptos, pero en el medio de esta sección, se describe parte de la propuesta. Además, el trabajo define en casi una columna qué es la delincuencia usando extensas citas (“ … ”).  La sección discusión de experimentos y resultados no se describe experimentos ni resultados (estos últimos son descritos pero no discutidos), solo se muestra algunas facetas/pantallas de la aplicación. Además, justifica el uso de Android a través de una cita muy larga (“ … “).   DETALLES MENORES:  - El abstract en Ingles puede ser mejorable, comenzando por eliminar la primera palabra del paper. Se pudo escribir en español el abstract. - El formato del documento no sigue el estándar de INFONOR, especialmente con los márgenes, - En algunas partes del documento, se puede observar la palabra “tesis” y no artículo. En otras partes del texto, se puede observar la palabra “ponencia”. - La Figura 1 no aporta en casi nada al documento. - Después de cada título, se puede observar “:” que no es necesario. - La sección 2 usa de manera excesiva citas “…” - La sección 2.2 habla sobre tipos de delincuencia, pero en los sub-títulos de esta sección dice “Análisis” - El título de la sección 2.3 choca con el texto de la columna de la izquierda - La tabla 2, la cual menciona a las aplicaciones, no es evaluadas.",2015-07-05,1907,resumen presentaofrece aplicación web móvil permite geolocalización dispositivo crear mapa crimen ciudad lima perú evaluación documento estructura artículo científico y formato infonor presentado ingeniería científico aplicación web móvil interesante mencionar ofrece dirección url comprobar aplicación presentada sección debería discutir relacionado y conceptos sección describe propuesta define columna delincuencia usando extensas citas “ … ” sección discusión experimentos y resultados describe experimentos resultados descritos discutidos muestra facetaspantallas aplicación justifica android cita larga “ … “ detalles menores abstract ingles mejorable comenzando eliminar palabra paper escribir español abstract formato documento estándar infonor especialmente márgenes partes documento observar palabra “tesis” y artículo partes texto observar palabra “ponencia” figura aporta documento título observar “” necesario sección excesiva citas “…” sección tipos delincuencia subtítulos sección “análisis” título sección choca texto columna izquierda tabla menciona aplicaciones evaluadas,resumen presentaofrece aplicación web móvil permitir geolocalización dispositivo crear mapa crimen ciudad limo perú evaluación documento estructura artículo científico y formato infonor presentado ingeniería científico aplicación web móvil interesante mencionar ofrecer dirección url comprobar aplicación presentado sección deber discutir relacionado y concepto sección describir propuesto define columna delincuencio usar extensa cita “ … ” sección discusión experimento y resultado describir experimentos resultado descrito discutido mostrar facetaspantalla aplicación justificar android cita largo “ … “ detalle menor abstract ingl mejorable comenzar eliminar palabra paper escribir español abstract formato documento estándar infonor especialmente margen parte documento observar palabra “ tesis ” y artículo parte texto observar palabra “ ponencia ” figura aportar documento título observar “ ” necesario sección excesivo cita “ … ” sección tipo delincuencio subtítulo sección “ análisis ” título sección choco texto columno izquierdo tabla mencionar aplicación evaluada,1075
346,145,4,-2,2,es,-1,No es un trabajo de investigación.,"El artículo presenta el desarrollo de una aplicación móvil para realizar denuncias, avisar de algún acto criminal y crear un mapa del delito propio. El artículo requiere de una mejor redacción y mejorar su estructura técnica como artículo de investigación. Por ejemplo, no presenta el resumen en español.  Al ser una aplicación software, su contribución a la investigación es limitada. Sugiero postular a track o workshop de aplicaciones empresariales.",2015-07-05,452,artículo presenta desarrollo aplicación móvil denuncias avisar acto criminal y crear mapa delito artículo requiere redacción y mejorar estructura técnica artículo investigación presenta resumen español aplicación software contribución investigación limitada sugiero postular track workshop aplicaciones empresariales,artículo presentar desarrollo aplicación móvil denuncia avisar acto criminal y crear mapa delito artículo requerir redacción y mejorar estructura técnico artículo investigación presentar resumen español aplicación software contribución investigación limitado sugiero postular track workshop aplicación empresarial,313
347,146,3,2,1,es,1,,"El artículo presenta una propuesta de Reparación de Inconsistencias en Data Warehouses usando restricciones que tienen sentido semántico. Se proponen restricciones de prioridad y seguras, además de usar heurísticas previamente definidas en ""Repairing dimensions hierarchies under inconsistent reclassification"" para la computación de las r-reparaciones.  Los ejemplos que se utilizan para explicar la propuesta son claros. El artículo está bien escrito.",2015-07-05,453,artículo presenta propuesta reparación inconsistencias data warehouses usando restricciones sentido semántico proponen restricciones prioridad y seguras heurísticas previamente definidas repairing dimensions hierarchies under inconsistent reclassification computación rreparaciones ejemplos utilizan explicar propuesta claros artículo escrito,artículo presentar propuesta reparación inconsistencia datar warehouses usar restricción sentido semántico proponer restricción prioridad y seguro heurística previamente definido repairing dimensions hierarchies under inconsistent reclassification computación rreparación ejemplo utilizar explicar propuesta claro artículo escrito,330
348,146,4,-1,2,es,-1,,"Es un trabajo difícil de catalogar, presenta un tema usualmente asociado a bases de datos deductivas (reparación), donde deben existir reglas o restricciones de integridad que han sido violadas, adaptado al tema de inconsistencia producida por nuevos hechos en un DW que no se ajustan correctamente a sus dimensiones. Esto, normalmente es tratado en este ámbito mediante el uso de Slowly Changing Dimensions (SCD), algo que extrañamente no es nombrado en el artículo.  Aun así, y asumiendo que el problema realmente existe y tiene aplicabilidad, es presentado muy superficialmente, y termina finalmente en una propuesta informal que no es descrita rigurosamente como un algoritmo en sí. Me parece que es una propuesta que aún se encuentra en un estado muy inicial y cuya problemática no logra convencerme como tal.",2015-07-05,814,difícil catalogar presenta tema usualmente asociado bases datos deductivas reparación existir reglas restricciones integridad violadas adaptado tema inconsistencia producida hechos dw ajustan correctamente dimensiones normalmente tratado ámbito slowly changing dimensions scd extrañamente nombrado artículo y asumiendo problema realmente y aplicabilidad presentado superficialmente y termina finalmente propuesta informal descrita rigurosamente algoritmo propuesta inicial y cuya problemática logra convencerme,difícil catalogar presento tema usualmente asociado base dato deductiva reparación existir regla restricción integridad violado adaptado tema inconsistenciar producido hecho dw ajustar correctamente dimensión normalmente tratado ámbito slowly changing dimensions scd extrañamente nombrado artículo y asumir problema realmente y aplicabilidad presentado superficialmente y terminar finalmente propuesto informal descrito rigurosamente algoritmo propuesta inicial y cuyo problemática lograr convencer yo,501
349,147,4,2,1,es,1,,"Revisar la redacción del documento, en varios sitios dice ""en base a"" debe ser ""con base en""  Hace falta referenciar la fuente de las figuras 1 y 2.  En la página 8 el subtítulo debería estar completo ""Agentes Inteligentes""  en la misma página 8 tilde en considerarán  En la página 10 indican que la lógica difusa es un enfoque basado en ""grados de verdad"" realmente es en ""grados de pertenencia""  En la conclusión (4) ... e International...  El trabajo es interesante, considero que podría haberse condensado más la información de las 3 primeras páginas, quizá usar una tabla resumiendo todas las consideraciones en las búsquedas.",2015-07-05,631,revisar redacción documento sitios base base falta referenciar fuente figuras y página subtítulo debería completo agentes inteligentes página tilde considerarán página indican lógica difusa enfoque basado grados realmente grados pertenencia conclusión e international interesante considero haberse condensado información primeras páginas tabla resumiendo consideraciones búsquedas,revisar redacción documento sitio base base faltar referenciar fuente figura y páginar subtítulo deber completo agente inteligente página tilde considerar página indicar lógica difús enfoque basado grado realmente grado pertenencia conclusión e international interesante considerar haber él condensar información primero página tablar resumir consideración búsqueda,365
351,148,2,1,1,es,0,,El artículo presenta una aproximación por Algoritmos Genéticos (AG) para resolver ecuaciones de difusión de luz en medios turbios.  Se indica que una de las principales ventajas del AG sobre métodos tradicionales es la eliminación del ruido de las imágenes resultantes. Sin embargo no queda muy claro a qué se debe esto ni es evidente que se haya utilizado un método cuantitativo para determinar la ausencia de ruido. Es imperativo que los autores resuelvan este problema para darle suficiente solidez al artículo.,2015-07-05,514,artículo presenta aproximación algoritmos genéticos ag resolver ecuaciones difusión luz medios turbios indica principales ventajas ag métodos tradicionales eliminación ruido imágenes resultantes queda evidente utilizado método cuantitativo determinar ausencia ruido imperativo autores resuelvan problema darle suficiente solidez artículo,artículo presentar aproximación algoritmo genético ag resolver ecuación difusión luz medio turbio indicar principal ventaja ag método tradicional eliminación ruido imagen resultante quedar evidente utilizado método cuantitativo determinar ausencia ruido imperativo autor resuelir problema dar él suficiente solidez artículo,323
352,148,3,0,2,es,1,,"El artículo muestra un estudio de aplicación de Algoritmos Genéticos para resolver un sistema de ecuaciones en imágenes ópticas de detección de tumores y seguimiento de tratamientos oncológicos.  El trabajo está bien escrito y tiene un alto nivel de detalle técnico. Sin embargo, no muestra explícitamente cuáles son sus principales contribuciones. En este sentido sería conveniente ampliar la Sección de Introducción para entregar al lector un detalle de las principales contribuciones del trabajo y además incluir en esta sección (o en una sección de Trabajo Relacionados o Estado del Arte) un mayor detalle de otros trabajos previos que estén relacionados con la propuesta de los autores.  En el ámbito de aplicación de Algoritmos Genéticos para resolución de sistemas de ecuaciones, este trabajo no presenta un aporte novedoso, ya que existen varios trabajos previos orientados a este tipo de solución. Respecto al análisis de imágenes y reconocimiento de patrones, hay trabajos previos que ya utilizan Algoritmos Genéticos para este tipo de propuestas, tales como Dourdan, 2015.  Sería conveniente haber tenido una comparativa con otros métodos de Machine Learning que se han aplicado ampliamente al reconocimiento de imágenes tales como k-means o PCA.  Menores: - En la figura 10 no se visualiza bien la serie Solución AG por la cantidad de puntos graficados. - Último párrafo de Conclusiones. "" ... la ventaja de trabajar con heurísticas como el algoritmo genéticos..."" debiera ser ""... la ventaja de trabajar con heurísticas como los algoritmos genéticos..."". - Último párrafo de Conclusiones. ""... es factible que el AG de buena aproximación..."" creo que se debe cambiar la redacción, no se entiende en la primera lectura. -- Referencias. Las referencias a trabajos de Pattern Recognition es antigua 1997, creo que hay referencias más actualizadas y hay mayor cantidad de trabajos donde se aplican diversas técnicas de machine learning para reconocimiento de patrones, desde supervised a unsupervised métodos.",2015-07-05,2018,artículo muestra estudio aplicación algoritmos genéticos resolver sistema ecuaciones imágenes ópticas detección tumores y seguimiento tratamientos oncológicos escrito y alto nivel detalle técnico muestra explícitamente principales contribuciones sentido conveniente ampliar sección introducción entregar lector detalle principales contribuciones y incluir sección sección relacionados arte detalle trabajos previos estén relacionados propuesta autores ámbito aplicación algoritmos genéticos resolución sistemas ecuaciones presenta aporte novedoso trabajos previos orientados tipo solución análisis imágenes y reconocimiento patrones trabajos previos utilizan algoritmos genéticos tipo propuestas tales dourdan conveniente comparativa métodos machine learning aplicado ampliamente reconocimiento imágenes tales kmeans pca menores figura visualiza serie solución ag cantidad puntos graficados párrafo conclusiones ventaja heurísticas algoritmo genéticos debiera ventaja heurísticas algoritmos genéticos párrafo conclusiones factible ag aproximación cambiar redacción entiende lectura referencias referencias trabajos pattern recognition antigua referencias actualizadas y cantidad trabajos aplican diversas técnicas machine learning reconocimiento patrones supervised unsupervised métodos,artículo mostrar estudio aplicación algoritmo genético resolver sistema ecuaciones imagen óptico detección tumor y seguimientir tratamiento oncológico escrito y alto nivel detalle técnico mostrar explícitamente principal contribución sentido conveniente ampliar sección introducción entregar lector detalle principal contribución y incluir sección sección relacionado arte detalle trabajo previo estar relacionado propuesta autor ámbito aplicación algoritmos genético resolución sistema ecuación presentar aporte novedoso trabajo previo orientado tipo solución análisi imagen y reconocimiento patrón trabajo previo utilizar algoritmo genético tipo propuesta tal dourdir conveniente comparativo método machine learning aplicado ampliamente reconocimiento imagen tal kmeans pca menor figura visualizar serie solución ag cantidad punto graficado párrafo conclusión ventaja heurística algoritmo genético deber ventaja heurística algoritmos genético párrafo conclusión factible ag aproximación cambiar redacción entender lectura referencia referencia trabajo pattern recognition antiguo referencia actualizada y cantidad trabajo aplicar diverso técnico machine learning reconocimiento patrón supervised unsupervised método,1217
353,149,3,0,1,es,0,,"Este artículo describe los resultados de simulación del problema de pliegue de proteínas en base a una secuencia de aminoácidos.  En general, el artículo presenta varios problemas de redacción y de ortografía (e.g., segundo párrafo, lineas 4 y 8 del resumen). También, usualmente se utilizan párrafos muy extensos que hacen difícil seguir la idea de lo expuesto (e.g., segundo párrafo de introducción, sección redes neuronales artificiales).  Algunas figuras (e.g., 1, 3, 4,...) requieren mayor resolución.  No obstante ser un problema bien explorado, la revisión del estado del arte y trabajos relacionados es limitada.  Los resultados se presentan mediante imágenes de la estructura molecular. Es conveniente presentar medidas de rendimiento y una descripción en notación formal abstracta del algoritmo  utilizado.",2015-07-05,816,artículo describe resultados simulación problema pliegue proteínas base secuencia aminoácidos artículo presenta problemas redacción y ortografía eg párrafo lineas y resumen usualmente utilizan párrafos extensos difícil seguir idea expuesto eg párrafo introducción sección redes neuronales artificiales figuras eg requieren resolución obstante problema explorado revisión arte y trabajos relacionados limitada resultados presentan imágenes estructura molecular conveniente presentar medidas rendimiento y descripción notación formal abstracta algoritmo utilizado,artículo describir resultado simulación problema plieguir proteína base secuencia aminoácido artículo presentar problema redacción y ortografíar eg párrafo line y resumir usualmente utilizar párrafo extenso difícil seguir idea expuesto eg párrafo introducción sección red neuronal artificial figura eg requerir resolución obstante problema explorado revisión arte y trabajo relacionado limitado resultado presentar imagen estructura molecular conveniente presentar medida rendimiento y descripción notación formal abstracto algoritmo utilizado,543
354,149,4,2,2,es,0,,"Conclusiones: ""... cambiar el paradigma del actual desarrollo de aplicaciones enfocadas en esta área, la pregunta a realizar ya no debe ser ¿Cómo se realizará el plegado de la proteína?, sino el cómo se puede mejorar la forma de aplicar las reglas de Meckler. ...""  LAS CONCLUSIONES NO SON CLARAS. HAY MUCHO TRABAJO A FUTURO. POR EJEMPLO: ""...queda abierta la interrogante acerca de cómo se puede mejorar la simulación de tal manera que la secuencia de aminoácidos...""  DEBEN REDACTAR LAS CONCLUSIONES BASADAS EN LOS RESULTADOS EXPERIMENTALES Y LA TEORÍA USADA.",2015-07-05,561,conclusiones cambiar paradigma actual desarrollo aplicaciones enfocadas área pregunta realizará plegado proteína mejorar forma aplicar reglas meckler conclusiones claras futuro queda abierta interrogante acerca mejorar simulación secuencia aminoácidos redactar conclusiones basadas resultados experimentales y teoría usada,conclusión cambiar paradigma actual desarrollo aplicación enfocado área pregunto realizar plegado proteína mejorar forma aplicar regla meckler conclusión claro futuro quedar abierto interrogante acerca mejorar simulación secuencio aminoácido redactar conclusión basado resultado experimental y teoría usado,306
355,150,4,-1,1,es,0,,"El trabajo presenta una evaluación de tres sistemas software de videoconferencia, la evaluación se realiza tomando como referencia algunos modelos de calidad existentes.  Si bien el trabajo resulta de interés para la comunidad, éste requiere de mayores mejoras. Se recomienda mejorar los siguientes aspectos:  -Para evitar posibles sesgos en la evaluación se recomienda utilizar varios evaluadores no solamente uno. -No está claramente justificado el porqué de la elección de los tres sistemas evaluados habiendo más en el mercado. -Falta mejorar el estilo de redacción, por ejemplo se observan inconsistencias en el uso de referencias, se emplea tanto formato numérico como por nombres (pag. 7). La tabla 2 puede colocarse como apéndice, en los sumarios no suelen colocarse referencias.",2015-07-05,787,presenta evaluación sistemas software videoconferencia evaluación realiza tomando referencia modelos calidad existentes resulta interés comunidad requiere mayores mejoras recomienda mejorar siguientes aspectos evitar posibles sesgos evaluación recomienda utilizar evaluadores claramente justificado porqué elección sistemas evaluados habiendo mercado falta mejorar estilo redacción observan inconsistencias referencias emplea formato numérico nombres pag tabla colocarse apéndice sumarios suelen colocarse referencias,presentar evaluación sistema software videoconferencia evaluación realizar tomar referencia modelo calidad existente resultar interés comunidad requerir mayor mejora recomendar mejorar siguiente aspecto evitar posible sesgo evaluación recomendar utilizar evaluador claramente justificado porqué elección sistema evaluado haber mercado faltar mejorar estilo redacción observar inconsistencia referencia emplear formato numérico nombre pag tablar colocar él apéndice sumario soler colocar él referencia,500
