,level_0,evaluation,orientation,Lemma_clean_eng_text,length,Vader_Compound,Vader_sentiment,Vader_score,TextBlob_polarity,TextBlob_subjectivity,TextBlob_sentiment,TextBlob_score
226,100,-2,-1,work present approximation programming project using bee colony algorithm work even though good wording lacking application algorithm present example several application show methodology defines problem well show example application algorithm figure show possible solution example raised indicate whether proposed algorithm another method contribution research result clear,373,0.7351,positive,1,0.13333333333333333,0.33055555555555555,positive,1
227,101,0,0,job technically well prepared structure wording facilitates followup however doubt scientific contribution since application modeling case study clear problem solve aspect oriented aspect already successfully applied information given previous work attack gap think need distinguish necessary apply uml technique solve,318,0.4767,positive,1,0.13666666666666666,0.5199999999999999,positive,1
228,101,2,1,article proposes application umloriented uml class diagram jpi aspect overall article wellraised big observation whats concern observed making good presentation job would make minor suggestion especially methodological aspect little detailed,241,0.4404,positive,1,0.1232142857142857,0.45000000000000007,positive,1
229,101,-2,-1,article complies established format updated bibliographic reference clearly explained jpi objective article clear article description application jpi concept well developed clear whether author propose new strategy applying proposal researcher wording improved suggested extend article explain clearly concept scope objective research,334,0.9382,very positive,2,0.07954545454545454,0.3109848484848485,positive,1
230,101,0,0,• recommend change structure article better understanding author contribution add section highlighting element added uml jpi diagram adding section comparison included diagram highlighting difference ending comparative table advantage offer • summary • appear first time must include meaning • abstract • review wording abstract phrase permitts modularizong allows modularizing module crosscutting concern aspect crosscutting concern aspect module try try case study classic aosd classic aosd case study • introduction oreview number congruence exampleto achieve end work present applies verifies hegemony avoid word like later • theoretical analysis last paragraph page long sentence understood paragraphredo paragraph • case study last paragraph page long sentence paragraph understoodredo paragraph review well using concept case study review option change title section oreview last paragraph first column represents classic exemplify use poa • conclusion • end first paragraph interface interface,1001,0.8658,positive,1,0.11,0.2066666666666667,positive,1
231,102,-2,-1,article describes concept data mining step kdd process carry general latter associate social network particular facebook presenting adaptation lack foundation logic example mention social network user manifest like feeling state usually presented text hand point text processing determine frequency word thus determine topic conversation group user network also describes technique data mining mix mining web perhaps trying combine different mining method would logical want cover different aspect social network text content used process kdt kdd management association link mining structure web etc page point used technique iconic representation visualize result however evidence experimentation work finally conclusion speaks developed guide explicit part article also noted drafting error repetition article word,816,0.3612,positive,1,0.07051282051282051,0.3487179487179487,positive,1
232,102,2,0,wellwritten article give idea use data mining technique social network like facebook current intriguing topic felt lack concrete thing concrete implementation one technique mentioned applied facebook another social network phrase convert data whose storage unnecessary page stop convert,286,-0.25,negative,-1,0.038095238095238106,0.34761904761904766,positive,1
233,102,-2,-1,article describes general aspect data mining application social network review information complete far considered state art subject suggest first review journal article indexed topic identify specific research problem contribution made subject propose research proposal,270,-0.4019,negative,-1,0.025000000000000005,0.3864583333333334,positive,1
234,103,0,0,correction article information management continuing challenge technology general evaluation work interesting implementation lacking since general good revision existing literature reading article give impression something missing implementation scheme put forward model proposed would make clearer good intention research done future work currently review literature presentation intention research better title would review state art abc indicate proposal model xyz correction format verify order asks ingenare magazine regarding reference,541,0.886,positive,1,0.25555555555555554,0.41944444444444445,positive,1
235,103,2,1,article well written read ease basically feature disclosure article discus aspect essentially focused information recovery problem face exponential growth data proposal made end article interesting although point view inclusion big data theme given certain light requires detailed analysis described,299,0.872,positive,1,0.2523809523809524,0.48690476190476195,positive,1
236,103,1,-1,article address issue interest handling big data structure based metadata processing era semantic web article present serious lexical even semantic deficiency translation title abstract english serious error semantic aspect introduction mention problem relational database problem adaptation lexicon error write rather even wrong way used term apurpose rather purpose conclusion allow proposal focused good use bibliographic reference,434,-0.6249,negative,-1,-0.06666666666666665,0.419047619047619,negative,-1
237,105,-2,-1,form problem example page description implemented laboratory described proposed structure six camera locate robot field football game pointing shown appears figure reference exist hand middle bibliographic reference figure appears referenced document content article dedicated analysis technique position capture movement triangulation image repeatedly dealt technical literature provide value scientific point view bibliographic collection vision technique hand description result contribution topic article use vision technique determination robot dedicated football finally think author article unrigorous writing least reviewed sending,639,0.9501,very positive,2,-0.13999999999999999,0.38,negative,-1
238,105,1,1,good article understand spatial location object control purpose case applicable robot set football game,103,0.4404,positive,1,0.14999999999999997,0.5,positive,1
239,105,1,0,find interesting article considered although ultimate goal somewhat obscure measuring robot position football field particular clear whether work oriented towards ambitious later goal multiple robot real time equipment movement finally data deduced although explicitly stated measurement made robot locating different position field moving real time result could obtained another classical configuration area computational vision contribution robot football field least fundamental relevance developed work finally doesnt seem result obtained strictly novel still attractive experience known,591,0.9274,very positive,2,0.12604166666666666,0.49166666666666664,positive,1
240,106,-2,-1,paper present survey two miner architecture stage outsourcing process work exploratory therefore contribution reduced result yet presented believe state inadequate conference presentation result contribution research expected document improved term wording,256,0.1027,positive,1,-0.05,0.2,negative,-1
241,106,-2,0,name article affect indicates summary applied case study two miner antofagasta region company type supplier however article present section indicated case study indicates possible answer question expressed title article good intention expressed empirical evidence subject important form solution also appropriate everything expressed theoretical term indicated investigation currently stage conducting interview expressed analysis data result conclusion carried result section present result going interesting article stage proposed methodology met minor observation andor commentsreferences used text first paragraph state art repetition second paragraph introduction page change key activity key activity figure page title,724,0.8271,positive,1,0.13958333333333334,0.4416666666666667,positive,1
242,106,-1,-1,article present introduction investigation effect outsourcing mining second region show concrete result article state investigation complete would interesting full analysis result,179,0.4019,positive,1,0.18333333333333335,0.2916666666666667,positive,1
243,107,-2,-1,article two main contribution discussion usefulness scada control mobile device description concrete application implement function cell phone tablet several writing error throughout article example separator used end phrase consistently abstract first final prayer seem poorly worded final paragraph introduction list clearly explained relevant conference review scada application mobile search mechanism defined criterion comparing difference appropriate case suggested include comparative table benefit importantly define comparison criterion order provide new data reader conclusion take introduction answer application used mining industry context,652,0.7579,positive,1,0.15023310023310021,0.5426573426573427,positive,1
244,107,-2,-1,article present theoretical analysis scada system evidence app case study summary adequate introduction result section conclusion section present contribution scientific article show business experience ict application reference author title date go reference reference used text,279,0.2263,positive,1,0.08333333333333333,0.10833333333333334,positive,1
245,107,-2,-1,application scada system mining interesting work limited mentioning mobile tool clear comparison specific contribution tool real mining process also unclear consistency issue summary introduction conclusion convincing enough drafting problem,241,0.34,positive,1,0.17551020408163268,0.4215986394557823,positive,1
246,108,1,-1,work present state art respect network underwater sensor uwsn underwater autonomous mobile robotics particular describes problematic presented delivering topology strategy hardware communication text descriptive unanalytical critical generating little input value beyond bibliographic collection,295,0.0056,positive,1,0.07583333333333334,0.4666666666666666,positive,1
247,108,0,0,work consists survey type article study thematic network subaquatic vehicle bibliographic review related technology interesting complete opinion suggest could deliver contribution based study example providing taxonomy characteristic technology required type problemsolving pair adding proposal implementation testing methodology point delivery future work perhaps least delivered comparative table associated described technology,430,0.4019,positive,1,0.03333333333333333,0.3273809523809524,positive,1
248,108,2,1,good job well written treat new topic network aquatic sensor report test detail effectiveness application,105,0.7717,positive,1,0.41818181818181815,0.5272727272727273,positive,1
249,109,1,1,article present experiment compare different navigation architecture mobile robot architecture algorithm approach used well metric defined evaluate performance navigation described result analyzed statistically using variance analysis article well written experiment presented clear form bibliographic reference appear appropriate introduction comparison objective correctly justified possible approach navigation robot described general selection metric justified attempt go beyond combination simple measurement experiment well described although could explained obstacle configuration included observation statistical method analysis variance applied correctly although analysis normality distribution could included one weak point work deeper discussion result needed beyond indicating one architecture better performance reason discussed conjecture made generalization result discussion threat validity part discussion example kind obstacle algorithm improve programming effort architecture robot highlevel navigation goal deliberative behavior,1049,0.8807,positive,1,0.16730769230769232,0.5588827838827839,positive,1
250,109,1,1,undeniable interest cause problem navigation robot work presented constitutes alternative choice architecture control given present u comparison metric possible solution problem however must taken account realized simulation environment certain condition necessarily replicated practice opinion restricts scope application obtained result moreover reference development statistical calculation give validity result obtained regard environment test carried well developed work although need test real mobile various condition robot environment validate result obtained simulator,577,0.5106,positive,1,0.07346938775510203,0.5244897959183673,positive,1
251,109,2,1,work compare four autonomous navigation architecture mobile robot pure reactive architecture neural network fuzzy logic neurodiffuse hybrid architecture work well presented experimental work seems replicable result presented sound coherent main aspect improved would analisidiscussion result developed,301,0.6369,positive,1,0.2687074829931973,0.4761904761904762,positive,1
252,110,-1,0,article present research plan proposes combine theoretical construct competence management technology btm model precept professional success proposed model combine several factor different source management capability key element area professional technological competency seems relevant study competency impact professional success least subjective precept success study contains reference relevant source although suggested reduce number prioritize case article journal congress although topic relevant risk definition construct analyzed limit perception professional personal success study perception professional success considering btm model leaving technological competency study apply professional manage technology project cio main weakness research identified experimental method fact survey degree control object study classified way also talk causation study survey would allow corelationship study survey explains factor assessed lickert scale however example concrete question missing explain answered subject example viable person ass commitment leadership although relationship assessed general term validation model carried first survey group expert manager professional,1186,0.9287,very positive,2,0.1189655172413793,0.27758620689655167,positive,1
253,110,-2,-1,article show design investigation impact skill perception professional success point title section corresponding extensive review previous work definition observed compared section showing design research quite brief opinion convenient presented article systematic review existing literature subject order find gap andor similarity design research put emphasis latter subject may novel article prove presentation research design conclusion section concrete conclusion drawn work done possible scenario future work respect form article well structured detail observed correctabuse itin paragraph previous work indicated without referencedthe figure model basic contributionparagraphs aligned justifiedfigure tableerror correlation figure,736,0.8807,positive,1,-0.008974358974358968,0.2551282051282051,negative,-1
254,110,0,-1,article aim identify incidence business competency perception professional success present problem analysis model hypothesis research methodology interesting topic author indicates research data collection phase month obtain final result however theoretical analysis done quite important figure simple suggest proposed model provides information join single figure figure use numerical reference reference apa format use numeric reference correctly page page number page figure appears page shown figure figure reference indicate name conference reference date reference book reference title written entirely capital letter reference say fifth reference say second conclusion change thesis q thesis change displayed displayed reference used text name author institution anonymous according rule congress page check text rightjustified page change capable able,859,0.8718,positive,1,0.14835164835164835,0.3785714285714286,positive,1
255,111,1,0,find interesting job emphasis covering practical gap content structure technically well presented hand however clear distinction previous work original proposal work article state previous work pairing cmmiagil indicate whether proposal sufficient insufficient improvement motivation justification work explicit,311,0.946,very positive,2,0.10694444444444445,0.3444444444444444,positive,1
256,111,-2,-1,article give general description cmmi model agile methodology taking particular case scrum xp discussion conducted combination approach process improvement mapping reqm ppqa process area equivalent agile methodology article performs correct general description methodology contain novel research element contribute knowledge area technicalscientific community software engineering evident approach different starting point combinable especially true software process improvement expert review conducted investigation combination agility cmmi systematic state art understand simple description approach rather gather uptodate research subject may interesting map process area agile practice explain step going taken neither validation mapping performed explained applied example consultant process improvement empirical evidence applicability usefulness mapping provided,869,0.9633,very positive,2,0.22500000000000003,0.4874149659863945,positive,1
257,111,-1,-1,article present description integration cmmi agile method development emphasis author make integration recommended smes development software smallest company unresolved challenge author take theme interesting welljustified idea subject however think fail develop point form would expected scientific point view although author indicate review literature adequately achieved since methodology systematic review goal observed hand article opinion make appropriate summary people belong area familiar key concept described paper worth mentioning seems wellwritten article general easy understand structure addition another criticism would make idea cmmi agile development seem well described happen order adequately justify concrete application smes think article could substantially improved suggestion would make would presentation case give strength central argument article cmmi agile development compatible especially useful smes thus le emphasis could given review seems insufficient regard practical relevance argument would raised article could interesting projection addition inclusion reference improved large number argument deserve clarified belong opinion author extracted existing theory small spelling grammatical error,1231,0.9214,very positive,2,0.21693722943722946,0.44372294372294374,positive,1
258,111,-1,-1,• review concept methodology method model used indifferently recommend revising term choosing appropriate standardizing use • add reference statement make within different section example quality system product influenced quality process used develop maintain • summary • revisa wording use word like construction development model methodology agile methodology used improve quality process review concept agile software development enhancement model methodology two model model talking agile model methodology • abstract • review abstract wording abstract phrase give provide consisting heavy development process agile software development model methodology model methodology model • introduction basle development development previously argued selection agile process process methodology applied technique process improvement process certification excellent practical result two comment see relationship process improvement process certification talking process improvement process process improvement initiative • state art agile process cmmi secure position many company turn certification certification implementing improvement following model cmmi • purpose level cmmi particular cmmi proposal consists series highlevel practice process help organization build model improve process cmmi build model provides set good practice implemented organization improve process mentioned following sentence table reference • agile software development model whole section talking model methodology since use model method methodology interchangeably • assurance quality process product reference source source concept section table recommend adding brief description cmmi practice make better understood relation propose table review planning phase phase nonconformity detected corrected sure • requirement management reqm source reference source concept section product backlog allows draw requirement responsible role tracking understood table recommend adding brief description cmmi practice among requirement provider referring product owner question validates traceability validation performed • conclusion lately applied industry various methodology methodology getting higher level indicates number important practice increase maturity organization faced demanding problem indicates organization standardizing way working work way resalting limitation proposing solution problem area study generates new understanding improvement process software development mediated agile practice cmmi ¿ suggests development guide facilitate organizational improvement quality assurance process product quality management cmmi requirement part dont see article development also shown combined use set xp scrum practice improves aspect communication within development team part article mentioned thus relationship correspondence defined work establishes support guide agile organization wish certified according cmmi process model point view work presented depth ensure conclusion • reference review format reference according guide congress reference editirial,3049,0.9967,very positive,2,0.2995601173020528,0.5745193874226132,positive,1
259,112,1,1,abstract article seek analyze existing collaboration network information system si researcher chile latin america coauthories research published contecsi infonor used carry social medium analysis explaining latter three question asked answered analysis result table graph concluding several similarity community collaboration among si researcher unfortunately mostly intrainstitutional evaluation work well done present clear concise structure help reader understand idea dealt interesting work belongs process yet end due scarcity continuity data first caused problem record normalization paper published second due new version congress deliver new data even problem identified argument based data two chosen congress given congress small work small scope respect used congress usefulness result also minor comment error page numbering,836,0.34,positive,1,0.056238859180035634,0.2966131907308378,positive,1
260,112,2,1,work expose clearly good argument analysis collaboration different researcher institution interesting contribution made first identification opportunity improvement joint work second analysis local publication would interesting apply methodology congress area chilean latin american see result obtained,302,0.9136,very positive,2,0.24375,0.3166666666666667,positive,1
261,112,1,-1,although work well structured show suitable methodology usefulness study clear result obtained presented based small study period remove confidence conclusion small editing editing error observed text recommended extend input data set study,240,0.8402,positive,1,0.037500000000000006,0.4833333333333333,positive,1
262,113,0,0,seems interesting job mainly providing empirical evidence cocreation technique content structure technically well presented however work relevant omission ass scientific contribution example present statistical analysis data thrown expose distribution result without evidencing statistical significance also miss section conclusion limitation validity experiment think several threat validity dealt name explained assignment group randomly time session different learning previous session etc suggestion p title think title appropriate represent core work experiment p second column error pag bullet format third bullet second column vez paid last bullet first column parenthesis,679,-0.8754,negative,-1,0.078125,0.25625,positive,1
263,113,1,1,article collaboration creating content social network article well structured drafting detail bibliography meet format required congress regard subject article initially doubt whether article congress relevant since experiment social behavior individual social network subsequently reviewing experiment seen relevance perspective education computer engineering therefore recommend article modify summary mentioning scope experiment reader beginning knowledge article addition relevance congress recommended give greater emphasis collaboration development task discipline analysis andor design system finally article novel way perform task social network,653,0.836,positive,1,0.0787878787878788,0.31363636363636366,positive,1
264,113,1,1,article present result experiment evident cocreation technique applied social network making use mobile device enhance creativity participant interesting topic think contribution congress form presentation article improved observation andor commentsthe first two paragraph introduction almost entirety summary page change every one every time page step close parenthesis two occasion suggest enlarge figure consider excessive use page single figure reference correct conference number repeated three time page follow page reference say,535,0.8271,positive,1,0.10170068027210884,0.3377551020408163,positive,1
265,114,-2,-2,paper following section introduction theoretical analysis result conclusion paper poorly structured section theoretical analysis basic concept methodological aspect intermingled result section case study nowhere defined subsequently analysis carried term result experimental situation described detail guarantee minimum experimental replicability finally thanking section highly informal wording follow usual canon paper third person writing presented first person order presentation section substantially improved summary paper suggests idea implementation safetyinstrumented system vital improve safety quality process industry however model experience concrete empirical result equivalent proposed real reason proposing acceptance work,738,0.9359,very positive,2,0.03,0.2999019607843137,positive,1
266,114,-2,-2,paper present investigation focused evaluating impact instrumented security system process apply number reference poor considering nature research use reference introductory section particularly scarce also introduction make clear contribution research methodology used thing part section concise way use first plural person avoided wording eg paragraph theoretical analysis section place reference within paragraph outside eg paragraph security measure initiated initiated repeated part document first paragraph writing error page inconsistent reference format second paragraph remainer risk accepted also misusing score paragraph page result clear research question poorly ambiguously raised basis impossible understand input approach added limited theoretical framework delivered relevance research presented justified conclusion refer aspect research future work format reference must reviewed reason set job enough quality accepted,936,0.765,positive,1,-0.009523809523809521,0.36025132275132277,negative,-1
267,115,0,0,article present state art cooperative system multiple robot perspective appropriately written disclosure article bibliography point view includes current reference complex carry evaluation article type contribution although would appropriate provide final byproduct comparative table evaluation area application based research work,331,0.0,Neutral,0,0.09999999999999999,0.39999999999999997,positive,1
268,115,-2,-1,work present study state art far multirobot cooperative robotics system concerned focus review control architecture present system abstract english revised wording especially use word giving providing panoramic general etc introduction provide greater contribution structure document little talk research associated subject low use reference section end abruptly without explaining methodology contribution work work delivers unclear approach problem provide greater relevance moreover addition identifying approach context work propose solution alternative categorization framework contribution general unclear problem presented short work performs relatively adequate collection information regarding multirobot cooperative robotics system however beyond real contribution relevance scientific point view work revealed point clearer methodology presented directly specific research product presented work could accepted current state recommended,947,0.5046,positive,1,0.06967592592592592,0.4217592592592593,positive,1
269,115,-1,-1,study state multi robot distributed control art unfortunately faced preliminary presence investigation reference according advance problem problem perceived solved specifically manifest future intention line work indicating open space investigate lack preparation work nemonics used defined previously avoid writing first person reference appropriate little analysis could make work interesting,394,-0.7579,negative,-1,0.04947916666666667,0.453125,positive,1
270,116,2,1,well written interesting article would interesting include original proposed algorithm rigorosa step step etc well statistical analysis quality response mention text figure improve quality figure part place equation n ec n equation ec n register first second also give name author bibliographic reference use initial another full name mixed one,344,0.9153,very positive,2,0.246875,0.3604166666666667,positive,1
271,116,-2,-2,work present method detecting fracture well image work general unconvincing several reason invite much space describe fundamental compare andor discus state art many adaptive method image classification problem presented nothing different except different application hypothesis clear contribution work cannot measured detection method described defines mathematical formula geometric characterization fracture fairly unrobust procedure result evaluating method also convincing standard metric used accuracy error roc curve etc experimental methodology weak compare method state art use standard metric analyze accuracyaccuracy method,634,-0.0772,negative,-1,0.11833333333333333,0.3805555555555556,positive,1
272,116,0,0,work show proposed procedure automatic detection fracture well methodology innovative interesting article show methodology well good wording end article better presentation result real well clear input article first indicates automatic detection elsewhere indicates modification algorithm improve presentation result real well compare desired perhaps result applying technique,376,0.9732,very positive,2,0.3687500000000001,0.48958333333333337,positive,1
273,117,1,0,paper describes current context use available technology automatically control dosage macronutrients crop treated without soil work relevant definition development however title induces expectation cannot satisfied document paper offer discussion state art technology problem addressed however offer comparative framework selection criterion suggestion good practice first approach research area relevant however work must added paper,434,-0.2805,negative,-1,0.37857142857142856,0.6476190476190478,positive,1
274,117,1,0,article carry interesting bibliographic study ai technology applied field fertigation nutrient dosing crop without soil set describe design solution case study stay preliminary study title design build automatic system correspond oriented describes say something like analysis study automatic system interesting survey type article contradicts title introduction conclusion also according type work adhoc comparative variable,425,0.7783,positive,1,0.5,0.5,positive,1
275,117,0,-1,title work induces reader wait meet design implementation system control irrigation however reading document deepens increasingly distant since author proposes review various result work carried third party kind collection information concerning subject order finally raise point view result could considered interest depending type crop necessary modify name article since lead confusion reader since end reviewing document obtained result design le construction irrigation system alternative obtained consider depending several factor perhaps necessary focus specific type crop carry detail design implementation irrigation system order carry test validate work done,668,0.8555,positive,1,0.03333333333333334,0.5208333333333334,positive,1
276,118,0,0,article describes interesting application control physical device case study mobile robot lego mindstorms processing signal derived change facial andor mental nature coming emotiv eeg helmet performs high resolution electroencephalogram however despite interesting nature work presented article lack rigor characterizes methodological process research critical bibliographic discussion observed clear definition problem investigated present poor discussion result abundant error form ej page present following text error origin reference found page etc denote author rigorous review shipment finally opinion work good contribution excellent project workshop work within curricular mesh computer electronic career,712,-0.7398,negative,-1,0.19125,0.45726190476190476,positive,1
277,118,2,2,paper corresponds good application platform gestural interface action robot well written good use reference,107,0.7845,positive,1,0.5,0.4333333333333334,positive,1
278,119,-1,-1,paper offer comparison regarding application algorithm removal impulsive noise two type hardware architecture gpu cpu document general poor wording especially page onwards summary work appropriate however wording need revised eg use comma introduction talk image processing middle ii point done present work continue iii comparison gpu cpu structure suitable iiiiii simply move iii later section leave iii besides much talk experimental design result obtained thing included introduction page large white space fixed section phase review much value independent section since mention something natural study type bibliographic review would much better join next section b section artifact resulting project speak research result aspect software mentioned spreadsheet result mentioned however result directly associated research observed page another blank space general presentation result poor table clearly indicates result graph presented look good analysis result adequate lack depth relevance exactly want compare architecture image used explained comparison short work good fate requires thorough corrective work adequate scientifically acceptable,1152,0.9217,very positive,2,0.14269841269841269,0.3486904761904763,positive,1
279,119,-1,-1,practice performs communication using scheme distribution undeclared process data order solve problem noise indicate method image processing strategy used information handling way introduction cpugpu theme clearly job attack preliminary simple image processing method paralyze strategy used parallelization gpu cpugpu must shown image processing point view little original theme interesting start working parallelism cpugpus new interesting parallelization strategy partition process data use grid block thread put together topology possible give solution minimises execution time specify clearly image processing job filter used method parallelization strategy,661,0.7134,positive,1,0.1693181818181818,0.5364838864838865,positive,1
280,119,-1,-1,contribution work discussion experiment result exhaustive hypothesis work aim clear compare confusion measuring aspect efficiency eg time versus effectiveness noise management result obtained processing image organisation work bit confusing many part work focused describing system application rather contribution model proposed algorithm compare,346,0.4767,positive,1,0.10000000000000002,0.42777777777777776,positive,1
281,120,1,0,work describes practical way communication introduce use particular robot free testing environment work type application well written provides tutorial rather result investigation noted working well preliminary work writing reviewed abstract introductory indicating relevant work present also used nemonics described summary keywords nemonics used described text particularity good job preliminary present architecture realized image account simulation result achieved,468,0.8555,positive,1,0.27777777777777773,0.4388888888888889,positive,1
282,120,0,-1,work describes navigation mobile robot using ro raspberry pi hardware description fall focus configuration detail point looking like installation commissioning manual report result le analysis proposed solution given presented article conference report use configure raspberry pi,279,0.5859,positive,1,0.0,0.0,positive,1
283,121,2,1,interesting work incorporates evaluation user proposed prototype well drafted result clear,90,0.7506,positive,1,0.3,0.44166666666666665,positive,1
284,121,1,0,author present work construction evaluation visual tool help data mining process result using user group specific task displayed suggestionsthe conclusion mention opportunity build support tool however mention could mention reason select weka base tool construction proposed software added annex detail experiment performed indicating model used obtained result etc formthe second paragraph introduction make clear intention introduction redrafted extensive use acronym confuse hinder reading work,497,0.836,positive,1,-0.1,0.2630952380952381,negative,-1
285,121,2,1,article proposes evaluates application developed better represent result association rule algorithm general article seems well written structured perhaps improve structure document would add special section dedicated methodology describe detail author qualitatively evaluate performance interface term ease interpretation information delivers expose information group user user assessment method one known validated however article explains superficially process validation used user hand result evaluation presented descriptive statistical technique consensus measurement interpreter index kappa others could used analyze quality match evaluator short seems good article wellcrafted methodologically improved idea,714,0.9738,very positive,2,0.2845238095238095,0.4619047619047619,positive,1
286,122,-2,-2,article seek summarize review filtering segmentation algorithm point computer vision word author objective work carry review state art term treatment point cloud opinion achieve stated objective reason stated first noteworthy article purporting establish state art limited bibliography article sense would appropriate indicate work preliminary type since low number revised article would justified second seems greater relevance work make adequate summary bibliography rather seems point method filtering segmentation review state art opinion purpose identifying main gap literature research opportunity third although literature review essence summary must systematic must method specified example search equation used time range selection criterion revised item one removed finally although content objective article obvious problem format example whole section conclusion focused rather justified addition drafting problem part make difficult understand text example first paragraph subsection segmentation say process generating surface model point cloud segmentacorn extract edge partition world point play important role lace surface also spelling error like writing laser laser different part document short article achieve objective review state art moreover error obvious format,1287,0.7096,positive,1,0.11785714285714287,0.42817460317460315,positive,1
287,122,-2,-1,article review state art processing point cloud review state art article related subject clear description point cloud processing reconstruction provided application missing associated reference many item related surface reconstruction application article also formatting drafting problem paragraph adjusted side abbreviation understood pcl,340,-0.3182,negative,-1,0.03888888888888889,0.3444444444444445,positive,1
288,122,-1,-1,• title go • summary purpose document try collect suggest removing word try • abstract oreview grammar lack article poorly worded phrase examplethe image emerging technology image technology emergingsuch machine vision system scanning machine vision system scanning objective paper try collect objective paper try collectthe state art processing point cloud processing going filter segmentation state art processing point cloud processing going filter segmentation otext general review lack accent duplicate word among others introduction machine work done • general second spare • work done osimplification point second time put reference sparethe first time appear ransac meaning • segmentation many investigation one include reference set many research word condage exist nonopresen sarso present • conclusionsformat conclusion • reference ocomplete reference • article stay collection work filtering documentation cloud point recommend go make mapping work mention first one simplification second one segmentation based characteristic scope weakness opportunity improvement identified really make contribution article,1121,0.5994,positive,1,0.08888888888888889,0.2755555555555556,positive,1
289,123,-2,-1,summary work show model measuring value searching traceability proposed cocreate value client method creating value order analyze contribution cocreation concept traceability introduced explains series proposed variable measure value cocreated conceptual model along another model allows traceability various input link finally result model briefly outlined case evaluation implementing cocreation type important organization today interesting article mix cocreation traceability proposes way measure presenting new tool organization unfortunately article great weakness scope may appropriate congress infonor result brief weakly exemplified make difficult understand use model example could used facilitate reading paper format problem comment problem drafting organization engage consumer produce concept initial idea use consumer abuse word consumer b valid model systemic archetype small mistake clearly,907,0.25,positive,1,0.05409090909090909,0.5853030303030302,positive,1
290,123,-2,-1,author present proposal tool measurement value traceability however due error form wording contribution discipline clear application proposed tool activity discipline would desirable formthe abstract missing english table cut page format lot margin text edge page figure correctly cited introduction extensive reduce number paragraph keep clarity exposed variable defined document expectation quality etc listed enumeration chapter different source valid model,460,0.4588,positive,1,-0.03214285714285714,0.2488095238095238,negative,-1
291,123,2,0,article well structured respect established format two proposal presented associated different stage process value cocreation proposal presented summary form suggested extend presentation one exemplify applying case study stress editing error observed part ej result section model valid format problem observed reference bibliographic reference old,348,0.0258,positive,1,0.05,0.4,positive,1
292,124,-2,-2,article mere announcement research work carried later stage abstract theoretical framework reference insufficient study state art subject question scarcely shown therefore result basis establish judgment title article related presented body report present lot editorial error spelling grammatical illegible figure reference nonexistent figure title table another column etc,373,-0.4019,negative,-1,-0.1111111111111111,0.22222222222222224,negative,-1
293,124,-2,-2,work present research development related cost hiring service organization specifically case study proposed mining industry chile work focused business case however although paper emphasizes theoretical collection concept associated financial cost aspect contracted service case study clear article seems incomplete structure document generates confusion introduction set objective associated case study end document result presented research development suggested narrow article structure better preliminary result obtained point research project located presented conceptual review financial aspect service without generating expectation development statistic analysis cost yet calculated strong emphasis concept review article reference recommended improve concept conceptual basis based broad literature review allows research based partial result revision concept marked shortcoming drafting document summary missing letter punctuation mark clear paragraph like first second column page difficult understand idea make difficult read document definition concept cost p necessary reference conceptual statement fundamental basis article recommended take account english term unify way quoting term concept cannot translated advisable handle concept single language addition recommended define objective article focus single end word methodology design research presented emphasis placed want emphasize calculation established designed mean tool focus article objective general recommendation suggested focus article conceptual review financial cost hiring service company chile taking account research early stage,1616,0.9287,very positive,2,-0.008949096880131362,0.33489326765188826,negative,-1
